titulo;empresa;pais;ciudad_limpia;ubicacion_raw;salario_medio_ppp_2024;indice_coste_vida_2024;indice_alquiler_2024;salario_real_ajustado;modalidad;es_teletrabajo;desc_longitud;url
Data Analyst, Business Services;Community College of Baltimore County;US;Catonsville;Catonsville, MD;82932.937;72.9;43.1;113762.6;Presencial;False;112.0;https://www.indeed.com/viewjob?jk=7d5c94c2b2d205ac
Data Analyst (Ms Power Bi/Aws Glue);Abacus Technology;US;Quantico;Quantico, VA;82932.937;72.9;43.1;113762.6;Presencial;False;66.0;https://www.indeed.com/viewjob?jk=b2c421f822a2492f
Data Analyst, Customer Analytics;Workhuman;US;Framingham;Framingham, MA;82932.937;72.9;43.1;113762.6;Presencial;False;57.0;https://www.indeed.com/viewjob?jk=e69bfb59bad22bd3
Customer Data Analyst;Phenom People;US;Ambler;Ambler, PA;82932.937;72.9;43.1;113762.6;Presencial;False;46.0;https://www.indeed.com/viewjob?jk=451fd4cbbf7d0dc3
Senior Data Analyst & Governance;Independence Pet Group;US;Chicago;Chicago, IL;82932.937;72.9;43.1;113762.6;Presencial;False;67.0;https://www.indeed.com/viewjob?jk=5ecb0aca73508a7e
Remote Momentum Financials Data Analyst;Trilogy Federal LLC;US;Arlington;Arlington, VA;82932.937;72.9;43.1;113762.6;Presencial;False;73.0;https://www.indeed.com/viewjob?jk=0e9cb736e84f2ce5
Remote Senior Momentum Financials Data Analyst;Trilogy Federal LLC;US;Arlington;Arlington, VA;82932.937;72.9;43.1;113762.6;Presencial;False;80.0;https://www.indeed.com/viewjob?jk=3c0957d515cc8a6b
Business Analyst;Disruptive Tech Solutions;US;Jacksonville;Jacksonville, FL;82932.937;72.9;43.1;113762.6;Presencial;False;59.0;https://www.indeed.com/viewjob?jk=4e6ab27a3b41914e
Ssc Aats - Business Analyst (Patrick Space Force Base, Fl);Integrated Data Services;US;Patrick Space Force Base;Patrick Space Force Base, FL 32925;82932.937;72.9;43.1;113762.6;Presencial;False;118.0;https://www.indeed.com/viewjob?jk=2ba15c8be5625c31
Data Analyst, Merchant Health;Riskified;US;New York;"New York, NY 10001 
(NoMad area)";82932.937;72.9;43.1;113762.6;Presencial;False;72.0;https://www.indeed.com/viewjob?jk=a919655a37cefdb9
Operations Analyst - Us Government;Palantir Technologies;US;Honolulu;Honolulu, HI;82932.937;72.9;43.1;113762.6;Presencial;False;69.0;https://www.indeed.com/viewjob?jk=5d72df3739a9cbf7
Business Analyst - Atl;Alexander Group;US;Atlanta;"Atlanta, GA 30309 
(Midtown area)";82932.937;72.9;43.1;113762.6;Presencial;False;72.0;https://www.indeed.com/viewjob?jk=5188eedfedf11821
Ecommerce Analytics, Analyst;Rural King Supply;US;Mattoon;Mattoon, IL 61938;82932.937;72.9;43.1;113762.6;Presencial;False;64.0;https://www.indeed.com/viewjob?jk=ec34e1b3219805aa
Nlada-Vista Data Systems Analyst, Solano County, Ca;AmeriCorps;US;California;California;82932.937;72.9;43.1;113762.6;Presencial;False;73.0;https://www.indeed.com/viewjob?jk=89d50d235c812c41
Wms & Ai Business Analyst;Unis;US;Buena Park;Buena Park, CA;82932.937;72.9;43.1;113762.6;Presencial;False;45.0;https://www.indeed.com/viewjob?jk=5dacc648972c8615
Associate Business Analyst (Aldp);Peak6;US;Austin;Austin, TX;82932.937;72.9;43.1;113762.6;Presencial;False;77.0;https://www.indeed.com/viewjob?jk=a3e02a6087b1357e
Data Analyst;Respect Consulting Group;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;44.0;https://uk.indeed.com/viewjob?jk=33ab486d6b2c9bd2
Junior Data Analyst;Qualient Solutions;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;45.0;https://uk.indeed.com/viewjob?jk=0501ff18c4042280
Data Analyst – Gpms Operations;Patria Investments;UK;Edinburgh Eh3 9Qa;Hybrid work in Edinburgh EH3 9QA;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;97.0;https://uk.indeed.com/viewjob?jk=b86fffa49dfee973
Junior Developer/Analyst, Data Science And Analytics;Macquarie Group Limited;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;176.0;https://uk.indeed.com/viewjob?jk=eddeb56fa109edf7
Data Analyst;CoinCorner;UK;Isle Of Man Im4;Isle Of Man IM4;63690.773;61.3;26.9;103900.12;Presencial;False;39.0;https://uk.indeed.com/viewjob?jk=bafbcfc90d58d91c
Data Analyst/ Editor (M/W/D);WallStreetDocs;UK;Desconocido;Remote;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;50.0;https://uk.indeed.com/viewjob?jk=b9f711c2720efcd4
Data Analyst;CUBE;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;67.0;https://uk.indeed.com/viewjob?jk=1164c029d39ad856
Data Service Analyst;Litera;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;62.0;https://uk.indeed.com/viewjob?jk=09f0dff09c1fb0f9
Data Analyst;Apex Group;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;30.0;https://uk.indeed.com/viewjob?jk=7c70b4fc421ff34b
Data Analyst;Relay Technologies;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;64.0;https://uk.indeed.com/viewjob?jk=4c37c7ab8e6d32a8
Data Quality Analyst;NewDay;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;34.0;https://uk.indeed.com/viewjob?jk=8a367546cf35228b
Data Reporting Analyst;Nexteq;UK;Crawley;Hybrid work in Crawley;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;52.0;https://uk.indeed.com/viewjob?jk=6eb03f417d31a08c
Market Data Analyst;Institutional Shareholder Services;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;61.0;https://uk.indeed.com/viewjob?jk=b046fa24d6f05844
L/S Data Analyst - Emea;Point72;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;38.0;https://uk.indeed.com/viewjob?jk=2756a0b4e283cb44
Data Analyst;Fortray Global Services Ltd;UK;London Se7;Hybrid work in London SE7;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;66.0;https://uk.indeed.com/viewjob?jk=2cc06de0360e18cc
Data Analyst;7IM;UK;London Ec2R;London EC2R;63690.773;61.3;26.9;103900.12;Presencial;False;28.0;https://uk.indeed.com/viewjob?jk=c7161393fa1d2282
Data Analyst (Cryptocurrency Team);Leicestershire Police;UK;Leicester;Leicester;63690.773;61.3;26.9;103900.12;Presencial;False;66.0;https://uk.indeed.com/viewjob?jk=a8e7aea714462985
Data Analyst - Operations;Ontic;UK;Staverton;Staverton;63690.773;61.3;26.9;103900.12;Presencial;False;122.0;https://uk.indeed.com/viewjob?jk=8d815546353043f9
Lead Data Analyst;Wiley;UK;Oxford;Oxford;63690.773;61.3;26.9;103900.12;Presencial;False;30.0;https://uk.indeed.com/viewjob?jk=804141340b0e426a
Data Analyst (Chinese-Speaking) – Fresh Graduates Welcome!;Eeze;UK;London W6 0Nb;Hybrid work in London W6 0NB;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;92.0;https://uk.indeed.com/viewjob?jk=2b1f1e11b5d75fc4
Data Analysts;i5 Solutions Europe Limited;UK;Manchester M1 5An;Manchester M1 5AN;63690.773;61.3;26.9;103900.12;Presencial;False;59.0;https://uk.indeed.com/viewjob?jk=4b59ceb8cb70787e
Senior Data Analyst - Nzdpu;Bloomberg;UK;London Wc2N 5Du;London WC2N 5DU;63690.773;61.3;26.9;103900.12;Presencial;False;53.0;https://uk.indeed.com/viewjob?jk=d3de3b60a16ea649
The Data School Uk - Data Analyst/Consultant;The Information Lab;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;87.0;https://uk.indeed.com/viewjob?jk=ec33693ee9a15edf
Senior Data Analytics;Observational and Pragmatic Research Institute...;UK;Norwich;Hybrid work in Norwich;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;94.0;https://uk.indeed.com/viewjob?jk=c69846000cf69c7d
Senior Data Analyst;Costain;UK;Stockton-On-Tees;Stockton-on-Tees;63690.773;61.3;26.9;103900.12;Presencial;False;44.0;https://uk.indeed.com/viewjob?jk=5bce0fe2878691ea
Lead Business And Data Analyst;Deutsche Bank;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;172.0;https://uk.indeed.com/viewjob?jk=c9a3fd417dcd2c6c
Junior Risk Valuation & Modeling Analyst;StoneX Group;UK;London Ec2Y 5Et;London EC2Y 5ET;63690.773;61.3;26.9;103900.12;Presencial;False;69.0;https://uk.indeed.com/viewjob?jk=8365c35fcdddbb1a
Operations Specialist (Data Analyst);Reputize;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;52.0;https://uk.indeed.com/viewjob?jk=ee5079f001ad267a
Quantitative Research Analyst Intern – Bs/Ms;Citadel Securities;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;70.0;https://uk.indeed.com/viewjob?jk=6282b5509e97ec71
Data Governance Analyst;Arch Capital Group Ltd.;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;54.0;https://uk.indeed.com/viewjob?jk=bc56d444d81bf1ab
Pensions Administration Data Services Assistant/Analyst;Lane Clark & Peacock;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;98.0;https://uk.indeed.com/viewjob?jk=d50c3aa7c00a7b93
Senior Data Analyst - Paper.Io 2;Voodoo;UK;London;Remote in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;56.0;https://uk.indeed.com/viewjob?jk=6d129191095b2981
Data / Business Analyst;Infoplus Technologies;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;52.0;https://uk.indeed.com/viewjob?jk=2bb959803f996169
Business Analyst;Projentum;UK;Manchester;Manchester;63690.773;61.3;26.9;103900.12;Presencial;False;37.0;https://uk.indeed.com/viewjob?jk=da1176486f8512f4
Data Analyst (Water) (Iq Smart Leak Technology);Aqualogic;UK;Talbot;Hybrid work in Talbot;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;79.0;https://uk.indeed.com/viewjob?jk=6e02f0c6d7012924
Data Analyst - Marketing;Global Insight Conferences;UK;London Se1 0Nz;London SE1 0NZ;63690.773;61.3;26.9;103900.12;Presencial;False;95.0;https://uk.indeed.com/viewjob?jk=fdb7c2e948c558f6
Commerce Analyst;Conde Nast;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;125.0;https://uk.indeed.com/viewjob?jk=163e75a5844e7209
Ai Analyst;Webtures;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;26.0;https://uk.indeed.com/viewjob?jk=4aee3863a1fb4452
Performance Analyst;V Group Limited;UK;Glasgow;Glasgow;63690.773;61.3;26.9;103900.12;Presencial;False;43.0;https://uk.indeed.com/viewjob?jk=fb5ba3b39c732608
Ddat Business Systems Analyst;Northamptonshire Police;UK;Wellingborough Nn8 6Gs;Wellingborough NN8 6GS;63690.773;61.3;26.9;103900.12;Presencial;False;94.0;https://uk.indeed.com/viewjob?jk=4db2517c89a269ec
Data Scientist, Product Analytics;Meta;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;45.0;https://uk.indeed.com/viewjob?jk=3d3858dcc57100ab
Senior Uk Data Analyst;Universal Music Group;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;51.0;https://uk.indeed.com/viewjob?jk=3c15be3c7193b46b
2026 International Sector Analyst Internship - Proprietary Research;Point72;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;82.0;https://uk.indeed.com/viewjob?jk=8c5acc52cad66e38
Data Engineer, Product Analytics;Meta;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;44.0;https://uk.indeed.com/viewjob?jk=e38b79944c032ccd
Alpha Data Services – Data Analyst, Assistant Vice President;State Street;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;101.0;https://uk.indeed.com/viewjob?jk=0bf66e159d17f24a
Data Management And Turing Analytics Lead;Sanofi;UK;Reading;Reading;63690.773;61.3;26.9;103900.12;Presencial;False;56.0;https://uk.indeed.com/viewjob?jk=a48ee44eafb0832c
Data Engineer, Product Analytics;Meta;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;44.0;https://uk.indeed.com/viewjob?jk=b3081725ef3474ac
Senior Data Analyst;DRW;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;30.0;https://uk.indeed.com/viewjob?jk=833a8bea02e6271f
Business Analyst;Edenred;UK;Swindon;Hybrid work in Swindon;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;160.0;https://uk.indeed.com/viewjob?jk=3c41630bf8fcc134
Consultant / Senior Consultant, Data Analytics;Teneo;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;59.0;https://uk.indeed.com/viewjob?jk=255ca845fd5472cd
Business Intelligence Business Analyst;Nomad Foods;UK;Woking;Woking;63690.773;61.3;26.9;103900.12;Presencial;False;57.0;https://uk.indeed.com/viewjob?jk=e25a93c22ea335d3
Business Analyst;Just Group;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;78.0;https://uk.indeed.com/viewjob?jk=2ee55d2ec14b2905
Sr. Business Intelligence Analyst;Trimble;UK;Desconocido;Remote;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;48.0;https://uk.indeed.com/viewjob?jk=c99464316415da33
Market Performance Data & Mi Senior Analyst;Lloyd's of London;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;153.0;https://uk.indeed.com/viewjob?jk=6de277ca08bbf9b9
Internal Audit-Birmingham-Analyst-Technology Audit;Goldman Sachs;UK;Birmingham;Birmingham;63690.773;61.3;26.9;103900.12;Presencial;False;105.0;https://uk.indeed.com/viewjob?jk=8eec77edab5271d0
Analyst (Deep Tech);Outsmart Insight;UK;London;Remote in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;53.0;https://uk.indeed.com/viewjob?jk=7802887606aeafa8
Insight Analyst;G-Research;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;33.0;https://uk.indeed.com/viewjob?jk=b73f4b71d3d74485
Analytics & Data Insight Consultant;Accenture;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;78.0;https://uk.indeed.com/viewjob?jk=10cb7cea2db13f4b
Consultant (He Data Analytics);Quacquarelli Symonds;UK;London Nw3 2Dg;Hybrid work in London NW3 2DG;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;185.0;https://uk.indeed.com/viewjob?jk=92de32c0780f0471
Trainee Ba (Business Analyst);Geeks Ltd;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;46.0;https://uk.indeed.com/viewjob?jk=e114a900d04d3124
Analyst;BPM-D;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;35.0;https://uk.indeed.com/viewjob?jk=2e524199476642d3
Technical Business Analyst;Commcise;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;84.0;https://uk.indeed.com/viewjob?jk=11549b08b8798480
Business Analyst;Universal Music Group;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;45.0;https://uk.indeed.com/viewjob?jk=7de350a33201f173
Business Analyst - Glasgow;CAPCO;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;119.0;https://uk.indeed.com/viewjob?jk=3fac9b49092c06c5
Lead Energy Market Analyst (Data);Energy Exemplar;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;56.0;https://uk.indeed.com/viewjob?jk=2a4035122e22a672
Data Scientist, Product Analytics;Meta;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;45.0;https://uk.indeed.com/viewjob?jk=f61b31ce8bdcd6ce
Senior Data Analyst (Project Controls);Mace;UK;London;Hybrid work in London;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;65.0;https://uk.indeed.com/viewjob?jk=dac7042c348d5b11
Lead Business Analyst, Enterprise Data;Arch Capital Group Ltd.;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;69.0;https://uk.indeed.com/viewjob?jk=2250fd0b3919ba14
Analyst/Sr Analyst - Modelling And Analysis (Heor);ConnectHEOR;UK;Desconocido;Remote;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;69.0;https://uk.indeed.com/viewjob?jk=d532c0e65bd4a5d5
Technical Business Analyst;Flutter Entertainment;UK;Leeds Ls1 4Ap;Leeds LS1 4AP;63690.773;61.3;26.9;103900.12;Presencial;False;132.0;https://uk.indeed.com/viewjob?jk=a7e4e6d1b181a83f
Senior Business Analyst;Hutcheon Mearns Ltd;UK;Dyce;Dyce;63690.773;61.3;26.9;103900.12;Presencial;False;61.0;https://uk.indeed.com/viewjob?jk=3839a65ece86f27d
Risk Data Analyst - Fincrime & Fraud Monitoring;Teya;UK;London;London;63690.773;61.3;26.9;103900.12;Presencial;False;121.0;https://uk.indeed.com/viewjob?jk=31d8aca97c964dd6
Senior Business Analyst;N-able;UK;Dundee Dd1;Hybrid work in Dundee DD1;63690.773;61.3;26.9;103900.12;Remoto/Híbrido;True;85.0;https://uk.indeed.com/viewjob?jk=0f4fdb34f1e465e2
Actuarial Analyst - Analytics;Beazley Management Limited;UK;Birmingham B3;Birmingham B3;63690.773;61.3;26.9;103900.12;Presencial;False;189.0;https://uk.indeed.com/viewjob?jk=5e5cc0ba723ddf18
Staff Data Analyst - Growth (M/F/X);FINN;DE;Hybrides Arbeiten München;Hybrides Arbeiten in München;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;204.0;https://de.indeed.com/viewjob?jk=e442fde323743228
Junior Controller (M/W/D) Mit It- & Data-Affinität / Junior Data Analyst Finance Köln;Deutsche Verrechnungsstelle AG;DE;Köln;51063 Köln;69433.062;63.5;22.8;109343.4;Presencial;False;253.5;https://de.indeed.com/viewjob?jk=0e8af4b88990dadf
Business Analyst (M/W/D) Mit Schwerpunkt Dwh & Datenmodellierung;Württembergische Versicherung AG;DE;Kornwestheim;70806 Kornwestheim;69433.062;63.5;22.8;109343.4;Presencial;False;194.0;https://de.indeed.com/viewjob?jk=221b070d3c3c1dba
Client Reporting Manager/In - Data Analyst/In (M/W/D) Im Forderungsmanagement;LINK Financial GmbH;DE;Frankfurt Am Main;60314 Frankfurt am Main;69433.062;63.5;22.8;109343.4;Presencial;False;181.0;https://de.indeed.com/viewjob?jk=a088c39b911ae6dc
Senior Data-Analyst/In (All Genders);ALBAG Unternehmensgruppe GmbH;DE;Essen;Essen;69433.062;63.5;22.8;109343.4;Presencial;False;134.0;https://de.indeed.com/viewjob?jk=6ce80b31a534f774
Data Engineer (M/W/D);Data Insight Consulting GmbH;DE;Hybrides Arbeiten Hamburg;Hybrides Arbeiten in 22083 Hamburg;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;253.5;https://de.indeed.com/viewjob?jk=e84b19159db7e88b
Energiemanager / Data Analyst (M/W/D);Techem Energy Services GmbH;DE;Eschborn;65760 Eschborn;69433.062;63.5;22.8;109343.4;Presencial;False;197.0;https://de.indeed.com/viewjob?jk=2d18135a0444583b
Sr. Data Scientist (Kaiserslautern, Germany);JANSON;DE;Hybrides Arbeiten Kaiserslautern;Hybrides Arbeiten in 67659 Kaiserslautern;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;167.0;https://de.indeed.com/viewjob?jk=5adf47b666e99583
Online Marketing Analyst /Senior Digital Analyst;ATG Entertainment GmbH;DE;Köln;50679 Köln;69433.062;63.5;22.8;109343.4;Presencial;False;191.0;https://de.indeed.com/viewjob?jk=22ddaf5a5580796b
Mid-Level Data Engineer (Kaiserslautern, Germany);JANSON;DE;Hybrides Arbeiten Kaiserslautern;Hybrides Arbeiten in 67659 Kaiserslautern;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;155.0;https://de.indeed.com/viewjob?jk=b032baab88b1d7f1
Business Intelligence Consultant (M/W/D);Premium Food Group ApS & Co. KG;DE;Gütersloh;33332 Gütersloh;69433.062;63.5;22.8;109343.4;Presencial;False;216.0;https://de.indeed.com/viewjob?jk=1aa9999fd14dae1e
Mid-Level Data Engineer (Kaiserslautern, Germany);JANSON;DE;Hybrides Arbeiten Kaiserslautern;Hybrides Arbeiten in 67659 Kaiserslautern;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;155.0;https://de.indeed.com/viewjob?jk=00f5aaea7e0cb116
Crm System Spezialist & Data Analyst (W/M/D);FRITZ!;DE;Berlin;10115 Berlin;69433.062;63.5;22.8;109343.4;Presencial;False;152.0;https://de.indeed.com/viewjob?jk=1dcf93f0a21a155a
Bi Consultant (M/W/D) Schwerpunkt Qlik Sense / Sap;expertum GmbH;DE;Öhringen;74613 Öhringen;69433.062;63.5;22.8;109343.4;Presencial;False;91.0;https://de.indeed.com/viewjob?jk=3e1aee5d0969f390
Data Analyst & Crm Performance Manager (M/W/D);aufinity Group;DE;Köln;50672 Köln;69433.062;63.5;22.8;109343.4;Presencial;False;181.0;https://de.indeed.com/viewjob?jk=8ff6013e3487f088
Supply Chain Planning Analyst;Kip Holding GmbH & Co. KG;DE;Bocholt;46395 Bocholt;69433.062;63.5;22.8;109343.4;Presencial;False;114.0;https://de.indeed.com/viewjob?jk=c5814980ebedf256
Rmf & Authorizations Analyst;General Dynamics Information Technology;DE;Wiesbaden;Wiesbaden;69433.062;63.5;22.8;109343.4;Presencial;False;78.0;https://de.indeed.com/viewjob?jk=61f6571dd6e5aabe
Analyst (W/M/D);Robert Half;DE;Köln;50678 Köln;69433.062;63.5;22.8;109343.4;Presencial;False;96.0;https://de.indeed.com/viewjob?jk=b37566439adfa8fe
Business Analyst (Bsa) – P2P Process (M/F/D);REPA Deutschland GmbH;DE;Hybrides Arbeiten Bergkirchen;Hybrides Arbeiten in 85232 Bergkirchen;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;188.0;https://de.indeed.com/viewjob?jk=7a4cac578865e775
Google Ads Analyst (M/F/D);Pflegia;DE;Berlin;10115 Berlin;69433.062;63.5;22.8;109343.4;Presencial;False;109.0;https://de.indeed.com/viewjob?jk=25ef5aa607e3c9f9
Junior Project Manager (German-Speaking);Mastercard;DE;Frankfurt Am Main;Frankfurt am Main;69433.062;63.5;22.8;109343.4;Presencial;False;78.0;https://de.indeed.com/viewjob?jk=09f0fbd99f6a7621
Sustainability Data Analyst (M/W/D);Global Changer;DE;Desconocido;Homeoffice;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;216.0;https://de.indeed.com/viewjob?jk=398e71d41f1a69bb
Game Data Analyst - All In Hole;Homa;DE;Berlin;Homeoffice in Berlin;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;115.0;https://de.indeed.com/viewjob?jk=7f5b2ad34c0f3430
Werkstudent: In Business/ Data Analyst (M/W/D) - Remote Oder Karlsruhe;Knuddels GmbH & Co. KG;DE;Karlsruhe;Homeoffice in 76133 Karlsruhe;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;149.0;https://de.indeed.com/viewjob?jk=3901457495a8dcce
Staff Energy Data Analyst (M/F/D);Entrix;DE;München;80802 München;69433.062;63.5;22.8;109343.4;Presencial;False;124.0;https://de.indeed.com/viewjob?jk=3467fd6d081ae07a
Principal Data Product & Visualization Analyst - Remote Or Hamburg (All Genders);Baqend;DE;Hamburg;22769 Hamburg;69433.062;63.5;22.8;109343.4;Presencial;False;143.0;https://de.indeed.com/viewjob?jk=0b1f01985568b0ce
Product Analyst – Business Data & Insights (M/F/D);Integrity Next GmbH;DE;Desconocido;Homeoffice;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;107.0;https://de.indeed.com/viewjob?jk=b02a781f9b9294c9
Data Manager | Data Analyst (M/W/D) Für B2B-Online-Marketing;LUMITOS AG;DE;Desconocido;Homeoffice;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;131.0;https://de.indeed.com/viewjob?jk=86376b936a1fc16b
Data Science Specialist (M/W/D);IT-P GmbH;DE;Hannover;30173 Hannover;69433.062;63.5;22.8;109343.4;Presencial;False;109.0;https://de.indeed.com/viewjob?jk=c0a96e950244b921
Senior Data Analyst (M/F/D) - Shop Analytics - Onsite In Hamburg;ABOUT YOU SE & Co. KG;DE;Hamburg;Hamburg;69433.062;63.5;22.8;109343.4;Presencial;False;159.0;https://de.indeed.com/viewjob?jk=cfad3310b7c1e7e7
Senior Tax Analyst/Tax Manager Emea (With Focus On Germany);Axalta Coating Systems Gm;DE;Köln;50858 Köln;69433.062;63.5;22.8;109343.4;Presencial;False;130.0;https://de.indeed.com/viewjob?jk=8ec47e1bae05c810
Senior Tax Analyst/Tax Manager Emea (With Focus On Germany);Axalta Coating Systems Gm;DE;Wuppertal;42285 Wuppertal;69433.062;63.5;22.8;109343.4;Presencial;False;135.0;https://de.indeed.com/viewjob?jk=e1870eac7a20dd90
(Senior) Analytical Engineer (M/W/D);ENERTRAG SE;DE;Hybrides Arbeiten Schenkenberg;Hybrides Arbeiten in 17291 Schenkenberg;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;202.0;https://de.indeed.com/viewjob?jk=e71286ab131aac8d
Spezialist/In Vertriebscontrolling (M/W/D);compexx Finanz AG;DE;Regensburg;93059 Regensburg;69433.062;63.5;22.8;109343.4;Presencial;False;151.0;https://de.indeed.com/viewjob?jk=c5f89b9d6459b029
Praktikum Einkauf International - Commodity Analyst In Neckarsulm;Lidl Stiftung;DE;Desconocido;Deutschland;69433.062;63.5;22.8;109343.4;Presencial;False;100.0;https://de.indeed.com/viewjob?jk=f1e479ac42920b37
Crm Strategy & Operations Manager – Microsoft Dynamics 365 Sales (M/W/D);Triflex GmbH & Co. KG;DE;Minden;32423 Minden;69433.062;63.5;22.8;109343.4;Presencial;False;216.0;https://de.indeed.com/viewjob?jk=78fa746c9e6f479c
C4 Gccs-J System Administrator;General Dynamics Information Technology;DE;Grafenwöhr;Grafenwöhr;69433.062;63.5;22.8;109343.4;Presencial;False;81.0;https://de.indeed.com/viewjob?jk=00b7e81289c01129
Senior Analyst - Bcg Vantage, Asset & Wealth Management;Boston Consulting Group;DE;Frankfurt Am Main;60325 Frankfurt am Main;69433.062;63.5;22.8;109343.4;Presencial;False;112.0;https://de.indeed.com/viewjob?jk=8bf4d88263b79873
Senior It Consultant (W/M/D);items GmbH & Co. KG;DE;Münster;Münster;69433.062;63.5;22.8;109343.4;Presencial;False;162.0;https://de.indeed.com/viewjob?jk=585d211e435e9a82
Duales Studium Wirtschaftsinformatik (B.Sc.) Am Campus Oder Virtuell;IU Duales Studium;DE;Hybrides Arbeiten Stuttgart;Hybrides Arbeiten in 70173 Stuttgart;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;155.0;https://de.indeed.com/viewjob?jk=4cbbf197a7b9bf0d
Duales Studium Wirtschaftsinformatik (B.Sc.) Am Campus Oder Virtuell;IU Duales Studium;DE;Hybrides Arbeiten Köln;Hybrides Arbeiten in 50667 Köln;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;150.0;https://de.indeed.com/viewjob?jk=e73c3982e1b3d7b2
Duales Studium Wirtschaftsinformatik (B.Sc.) Am Campus Oder Virtuell;IU Duales Studium;DE;Hybrides Arbeiten Hamburg;Hybrides Arbeiten in 20095 Hamburg;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;153.0;https://de.indeed.com/viewjob?jk=96d8f412a59cd812
